timestamp,series_id,value,noise_level
2023-03-12 06:56:50.321127,series_5,8.242688485473796,0.8893250652342494
2023-01-26 17:51:25.406728,series_1,1.83101775369248,0.9929321850772456
2023-01-12 18:59:39.861422,series_4,1.8779526161141933,0.8583791094997087
2023-01-08 21:29:45.050502,series_4,1.078929762483648,0.6885793064892538
2023-01-08 00:50:50.740009,series_1,8.272957321354873,0.9958634369866756
2023-01-10 20:30:17.182515,series_4,6.617910195748404,0.4729254005028716
2023-01-13 05:17:38.317157,series_5,6.541464838296918,0.5772960666737179
2023-02-21 18:38:12.110531,series_1,7.917389687963618,0.5599844778895501
2023-03-09 01:36:13.445188,series_1,2.4301503100204997,0.9851044040541688
2023-03-26 02:36:07.778215,series_5,9.17247419488656,0.8667172493862039
2023-03-27 22:04:24.030424,series_5,8.32667882211274,0.6017588895000882
2023-02-17 10:49:26.831055,series_5,8.854168807434025,0.5993552507709965
2023-04-03 14:39:35.040483,series_1,7.66176646031909,0.8568549288894034
2023-04-06 22:44:56.822865,series_1,2.721987988954893,0.9281741661935878
2023-02-25 04:41:06.590252,series_1,7.116456042413565,0.6537778866070232
2023-02-22 02:31:43.741810,series_1,9.16167556393651,0.9783675516882449
2023-02-04 13:47:19.508399,series_5,7.718060033202947,0.4698311252044078
2023-03-02 03:36:51.680848,series_4,9.203539732201207,0.8609240392842946
2023-02-08 11:07:07.118644,series_5,1.6245471755441754,0.0
2023-01-26 04:47:05.857267,series_4,8.986690430798923,0.880963674282298
2023-01-24 21:55:44.943332,series_5,3.7747993131114113,0.9830523165093812
2023-04-04 18:15:32.225056,series_1,0.851650478021504,0.6805304789447757
2023-02-16 22:07:22.658238,series_4,0.8624901920612393,0.9566935899889754
2023-02-26 05:51:20.935029,series_1,9.926292149261824,0.7510836898840703
2023-02-07 22:28:28.474576,series_5,1.5754914781056812,0.0
2023-04-07 13:28:55.270917,series_1,2.4800662407463268,0.6337253455382182
2023-03-17 22:18:13.007987,series_4,5.106190111792066,0.9631122391339412
2023-01-30 13:15:47.368421,series_4,1.4108868115182478,0.0
2023-01-24 16:46:04.280369,series_5,1.097076395080414,0.4787074395189888
2023-01-10 17:30:59.753399,series_4,1.4343871378135953,0.9616509197778882
2023-04-02 00:15:44.554224,series_4,7.42341018007994,0.9690375740662206
